Station,Year,Date,AvgDO
TOE,2016,2016-03-21,7.097916666666666
DEC,2016,2016-03-22,8.942708333333334
TOE,2016,2016-03-22,8.101041666666667
DEC,2016,2016-03-23,9.18125
TOE,2016,2016-03-23,8.717708333333333
DEC,2016,2016-03-24,9.473958333333334
TOE,2016,2016-03-24,8.167708333333334
DEC,2016,2016-03-25,9.548958333333333
TOE,2016,2016-03-25,7.3375
DEC,2016,2016-03-26,9.485416666666667
TOE,2016,2016-03-26,6.894791666666666
DEC,2016,2016-03-27,9.505208333333334
TOE,2016,2016-03-27,6.589583333333334
DEC,2016,2016-03-28,9.498958333333333
TOE,2016,2016-03-28,6.653125
DEC,2016,2016-03-29,9.415625
TOE,2016,2016-03-29,7.298958333333333
DEC,2016,2016-03-30,9.417708333333334
TOE,2016,2016-03-30,7.591358024691358
DEC,2016,2016-03-31,9.519791666666666
TOE,2016,2016-03-31,7.647916666666666
DEC,2016,2016-04-01,9.5625
TOE,2016,2016-04-01,7.55625
DEC,2016,2016-04-02,9.463541666666666
TOE,2016,2016-04-02,7.570833333333333
DEC,2016,2016-04-03,9.352083333333335
TOE,2016,2016-04-03,7.248958333333333
DEC,2016,2016-04-04,9.25625
TOE,2016,2016-04-04,7.1468750000000005
DEC,2016,2016-04-05,9.172340425531914
TOE,2016,2016-04-05,7.260416666666667
DEC,2016,2016-04-06,9.086458333333333
TOE,2016,2016-04-06,7.344791666666667
DEC,2016,2016-04-07,8.976041666666667
TOE,2016,2016-04-07,7.1692307692307695
DEC,2016,2016-04-08,8.885416666666668
TOE,2016,2016-04-08,6.93125
DEC,2016,2016-04-09,8.780208333333334
TOE,2016,2016-04-09,6.45
DEC,2016,2016-04-10,8.649999999999999
TOE,2016,2016-04-10,5.7625
DEC,2016,2016-04-11,8.561458333333333
TOE,2016,2016-04-11,5.478125
DEC,2016,2016-04-12,8.569791666666667
TOE,2016,2016-04-12,5.98125
DEC,2016,2016-04-13,8.755208333333334
TOE,2016,2016-04-13,6.690476190476191
DEC,2016,2016-04-14,8.895833333333334
TOE,2016,2016-04-14,6.936842105263158
DEC,2016,2016-04-15,9.041666666666666
TOE,2016,2016-04-15,7.161818181818182
DEC,2016,2016-04-16,9.135416666666666
TOE,2016,2016-04-16,7.280681818181818
DEC,2016,2016-04-17,9.133333333333333
TOE,2016,2016-04-17,7.352083333333334
DEC,2016,2016-04-18,9.092708333333333
TOE,2016,2016-04-18,6.942708333333333
DEC,2016,2016-04-19,9.06875
TOE,2016,2016-04-19,6.501041666666667
DEC,2016,2016-04-20,9.069791666666667
TOE,2016,2016-04-20,5.932291666666667
DEC,2016,2016-04-21,9.022916666666667
TOE,2016,2016-04-21,5.63103448275862
DEC,2016,2016-04-22,8.986458333333333
TOE,2016,2016-04-22,5.722916666666666
DEC,2016,2016-04-23,8.926041666666666
TOE,2016,2016-04-23,5.783333333333333
DEC,2016,2016-04-24,8.946875
TOE,2016,2016-04-24,5.598958333333333
DEC,2016,2016-04-25,8.99375
TOE,2016,2016-04-25,5.703125
DEC,2016,2016-04-26,9.008333333333333
TOE,2016,2016-04-26,5.8625
DEC,2016,2016-04-27,9.157291666666666
TOE,2016,2016-04-27,6.196875
DEC,2016,2016-04-28,9.371875
TOE,2016,2016-04-28,6.144791666666666
DEC,2016,2016-04-29,9.6375
TOE,2016,2016-04-29,6.284375
DEC,2016,2016-04-30,9.93125
TOE,2016,2016-04-30,6.767708333333333
DEC,2016,2016-05-01,10.317708333333334
TOE,2016,2016-05-01,6.582291666666666
DEC,2016,2016-05-02,10.589583333333334
TOE,2016,2016-05-02,6.192708333333333
DEC,2016,2016-05-03,10.636458333333334
TOE,2016,2016-05-03,5.804166666666667
DEC,2016,2016-05-04,10.690625
TOE,2016,2016-05-04,5.655208333333333
DEC,2016,2016-05-05,10.391666666666666
TOE,2016,2016-05-05,6.003260869565217
DEC,2016,2016-05-06,10.201041666666667
TOE,2016,2016-05-06,5.763541666666667
DEC,2016,2016-05-07,10.03125
TOE,2016,2016-05-07,5.739583333333333
DEC,2016,2016-05-08,9.925
TOE,2016,2016-05-08,5.619791666666667
DEC,2016,2016-05-09,9.95
TOE,2016,2016-05-09,5.713541666666667
DEC,2016,2016-05-10,10.070526315789474
TOE,2016,2016-05-10,5.696875
DEC,2016,2016-05-11,10.141666666666667
TOE,2016,2016-05-11,5.539583333333334
DEC,2016,2016-05-12,10.103125
TOE,2016,2016-05-12,5.510416666666667
DEC,2016,2016-05-13,9.840625
TOE,2016,2016-05-13,6.135416666666667
DEC,2016,2016-05-14,9.676041666666666
TOE,2016,2016-05-14,6.630208333333333
DEC,2016,2016-05-15,9.673958333333333
TOE,2016,2016-05-15,6.610416666666667
DEC,2016,2016-05-16,9.577083333333333
TOE,2016,2016-05-16,6.533333333333333
DEC,2016,2016-05-17,9.5
TOE,2016,2016-05-17,6.395833333333333
DEC,2016,2016-05-18,9.295833333333333
TOE,2016,2016-05-18,6.033333333333333
DEC,2016,2016-05-19,8.980208333333334
TOE,2016,2016-05-19,6.105208333333334
DEC,2016,2016-05-20,8.772916666666667
TOE,2016,2016-05-20,6.682291666666667
DEC,2016,2016-05-21,8.646875
TOE,2016,2016-05-21,6.871875
DEC,2016,2016-05-22,8.538541666666667
TOE,2016,2016-05-22,6.947916666666667
DEC,2016,2016-05-23,8.490625
TOE,2016,2016-05-23,7.072916666666667
DEC,2016,2016-05-24,8.514583333333333
TOE,2016,2016-05-24,7.213541666666667
DEC,2016,2016-05-25,8.634375
TOE,2016,2016-05-25,7.361363636363636
DEC,2016,2016-05-26,8.733333333333333
TOE,2016,2016-05-26,7.3875
DEC,2016,2016-05-27,8.815217391304348
TOE,2016,2016-05-27,7.255434782608695
DEC,2016,2016-05-28,8.886458333333334
TOE,2016,2016-05-28,7.111578947368421
DEC,2016,2016-05-29,8.99375
TOE,2016,2016-05-29,6.990625
DEC,2016,2016-05-30,9.1
TOE,2016,2016-05-30,6.917708333333334
DEC,2016,2016-05-31,9.19375
TOE,2016,2016-05-31,6.6706521739130435
DEC,2016,2016-06-01,9.236458333333333
TOE,2016,2016-06-01,6.403125
DEC,2016,2016-06-02,9.09375
TOE,2016,2016-06-02,6.280208333333333
DEC,2016,2016-06-03,8.883695652173913
TOE,2016,2016-06-03,6.004347826086956
DEC,2016,2016-06-04,8.573958333333334
TOE,2016,2016-06-04,5.689583333333333
DEC,2016,2016-06-05,8.277083333333334
TOE,2016,2016-06-05,5.663541666666666
DEC,2016,2016-06-06,8.218478260869565
TOE,2016,2016-06-06,6.210416666666666
DEC,2016,2016-06-07,8.232291666666667
TOE,2016,2016-06-07,6.835416666666667
DEC,2016,2016-06-08,8.295238095238096
TOE,2016,2016-06-08,7.180208333333333
TOE,2016,2016-06-09,7.291011235955056
TOE,2016,2016-06-10,7.283333333333333
TOE,2016,2016-06-11,7.1875
TOE,2016,2016-06-12,7.297916666666667
TOE,2016,2016-06-13,7.641666666666667
TOE,2016,2016-06-14,7.856521739130435
TOE,2016,2016-06-15,8.126041666666666
DEC,2016,2016-06-16,8.773015873015874
TOE,2016,2016-06-16,8.271875
DEC,2016,2016-06-17,8.769791666666666
TOE,2016,2016-06-17,8.446875
DEC,2016,2016-06-18,8.820833333333333
TOE,2016,2016-06-18,8.523958333333333
DEC,2016,2016-06-19,8.985416666666667
TOE,2016,2016-06-19,8.510416666666666
DEC,2016,2016-06-20,9.040625
TOE,2016,2016-06-20,8.294791666666667
DEC,2016,2016-06-21,9.209375
TOE,2016,2016-06-21,7.972916666666666
DEC,2016,2016-06-22,9.252083333333333
TOE,2016,2016-06-22,7.511111111111111
DEC,2016,2016-06-23,9.275
TOE,2016,2016-06-23,7.126086956521739
DEC,2016,2016-06-24,9.370833333333334
TOE,2016,2016-06-24,6.688541666666667
DEC,2016,2016-06-25,9.46875
TOE,2016,2016-06-25,6.205208333333333
DEC,2016,2016-06-26,9.472916666666666
TOE,2016,2016-06-26,5.957291666666666
DEC,2016,2016-06-27,9.355208333333334
TOE,2016,2016-06-27,5.871875
DEC,2016,2016-06-28,9.147916666666667
TOE,2016,2016-06-28,5.857291666666667
DEC,2016,2016-06-29,8.877083333333333
TOE,2016,2016-06-29,6.107291666666667
DEC,2016,2016-06-30,8.522916666666667
TOE,2016,2016-06-30,6.340625
DEC,2016,2016-07-01,8.158333333333333
TOE,2016,2016-07-01,6.708333333333333
DEC,2016,2016-07-02,7.941666666666666
TOE,2016,2016-07-02,7.017391304347826
DEC,2016,2016-07-03,7.885416666666667
TOE,2016,2016-07-03,7.191666666666666
DEC,2016,2016-07-04,7.984375
TOE,2016,2016-07-04,7.334375
DEC,2016,2016-07-05,8.039583333333333
TOE,2016,2016-07-05,7.510416666666667
DEC,2016,2016-07-06,8.025
TOE,2016,2016-07-06,7.615625
DEC,2016,2016-07-07,8.013684210526316
TOE,2016,2016-07-07,7.722916666666666
DEC,2016,2016-07-08,8.023958333333333
TOE,2016,2016-07-08,7.79375
DEC,2016,2016-07-09,8.091666666666667
TOE,2016,2016-07-09,7.773958333333334
DEC,2016,2016-07-10,8.167708333333334
TOE,2016,2016-07-10,7.719791666666667
DEC,2016,2016-07-11,8.145833333333332
TOE,2016,2016-07-11,7.567045454545455
DEC,2016,2016-07-12,8.25157894736842
TOE,2016,2016-07-12,7.607608695652174
DEC,2016,2016-07-13,8.307291666666666
TOE,2016,2016-07-13,7.478947368421053
DEC,2016,2016-07-14,8.270833333333334
TOE,2016,2016-07-14,7.177659574468085
DEC,2016,2016-07-15,8.264583333333333
TOE,2016,2016-07-15,6.890625
DEC,2016,2016-07-16,8.270833333333334
TOE,2016,2016-07-16,7.089583333333334
DEC,2016,2016-07-17,8.2625
TOE,2016,2016-07-17,7.433333333333334
DEC,2016,2016-07-18,8.263541666666667
TOE,2016,2016-07-18,7.503125
DEC,2016,2016-07-19,8.265625
TOE,2016,2016-07-19,7.489583333333333
DEC,2016,2016-07-20,8.211458333333333
TOE,2016,2016-07-20,7.759375
DEC,2016,2016-07-21,8.230208333333334
TOE,2016,2016-07-21,7.782291666666667
DEC,2016,2016-07-22,8.254166666666666
TOE,2016,2016-07-22,7.578125
DEC,2016,2016-07-23,8.280208333333334
TOE,2016,2016-07-23,7.240625
DEC,2016,2016-07-24,8.294791666666667
TOE,2016,2016-07-24,6.308333333333334
DEC,2016,2016-07-25,8.341666666666667
TOE,2016,2016-07-25,6.182291666666667
DEC,2016,2016-07-26,8.420833333333333
TOE,2016,2016-07-26,6.247368421052632
DEC,2016,2016-07-27,8.468478260869565
TOE,2016,2016-07-27,6.327368421052632
DEC,2016,2016-07-28,8.486458333333333
TOE,2016,2016-07-28,6.388421052631579
DEC,2016,2016-07-29,8.503125
TOE,2016,2016-07-29,6.4
DEC,2016,2016-07-30,8.521875
TOE,2016,2016-07-30,6.816666666666666
DEC,2016,2016-07-31,8.525
TOE,2016,2016-07-31,7.254166666666666
DEC,2016,2016-08-01,8.601041666666667
TOE,2016,2016-08-01,7.472916666666666
DEC,2016,2016-08-02,8.7
TOE,2016,2016-08-02,7.4606382978723405
DEC,2016,2016-08-03,8.786458333333334
TOE,2016,2016-08-03,7.22
DEC,2016,2016-08-04,8.83125
TOE,2016,2016-08-04,7.319791666666666
DEC,2016,2016-08-05,8.823958333333334
TOE,2016,2016-08-05,7.509473684210526
DEC,2016,2016-08-06,8.763541666666667
TOE,2016,2016-08-06,7.498958333333333
DEC,2016,2016-08-07,8.643749999999999
TOE,2016,2016-08-07,7.541666666666667
DEC,2016,2016-08-08,8.535416666666666
TOE,2016,2016-08-08,7.5073684210526315
DEC,2016,2016-08-09,8.393684210526317
TOE,2016,2016-08-09,7.5463157894736845
DEC,2016,2016-08-10,8.425
TOE,2016,2016-08-10,7.552127659574468
DEC,2016,2016-08-11,8.502222222222223
TOE,2016,2016-08-11,7.526086956521739
DEC,2016,2016-08-12,8.479166666666666
TOE,2016,2016-08-12,7.464583333333334
DEC,2016,2016-08-13,8.427083333333334
TOE,2016,2016-08-13,7.355208333333334
DEC,2016,2016-08-14,8.408333333333333
TOE,2016,2016-08-14,7.257894736842105
DEC,2016,2016-08-15,8.451041666666667
TOE,2016,2016-08-15,7.336458333333334
DEC,2016,2016-08-16,8.5125
TOE,2016,2016-08-16,7.379166666666666
DEC,2016,2016-08-17,8.583333333333334
TOE,2016,2016-08-17,7.401041666666667
DEC,2016,2016-08-18,8.625
TOE,2016,2016-08-18,7.428125
DEC,2016,2016-08-19,8.709375
TOE,2016,2016-08-19,7.523958333333334
DEC,2016,2016-08-20,8.823958333333334
TOE,2016,2016-08-20,7.570833333333334
DEC,2016,2016-08-21,8.892708333333333
TOE,2016,2016-08-21,7.659375
DEC,2016,2016-08-22,8.884375
TOE,2016,2016-08-22,7.734375
DEC,2016,2016-08-23,8.958333333333334
TOE,2016,2016-08-23,7.869791666666667
DEC,2016,2016-08-24,8.952083333333333
TOE,2016,2016-08-24,7.879166666666666
DEC,2016,2016-08-25,8.876041666666666
TOE,2016,2016-08-25,7.836458333333334
DEC,2016,2016-08-26,8.702083333333334
TOE,2016,2016-08-26,7.930208333333333
DEC,2016,2016-08-27,8.555208333333333
TOE,2016,2016-08-27,7.998958333333333
DEC,2016,2016-08-28,8.438947368421053
TOE,2016,2016-08-28,7.967708333333333
DEC,2016,2016-08-29,8.363541666666666
TOE,2016,2016-08-29,7.95
DEC,2016,2016-08-30,8.2875
TOE,2016,2016-08-30,7.898958333333333
DEC,2016,2016-08-31,8.217708333333333
TOE,2016,2016-08-31,7.8125
DEC,2016,2016-09-01,8.13125
TOE,2016,2016-09-01,7.75625
DEC,2016,2016-09-02,8.008333333333333
TOE,2016,2016-09-02,7.596875
DEC,2016,2016-09-03,7.941666666666666
TOE,2016,2016-09-03,7.601041666666666
DEC,2016,2016-09-04,7.878125
TOE,2016,2016-09-04,7.695833333333333
DEC,2016,2016-09-05,7.851041666666667
TOE,2016,2016-09-05,7.633333333333333
DEC,2016,2016-09-06,7.877083333333333
TOE,2016,2016-09-06,7.525
DEC,2016,2016-09-07,7.897916666666667
TOE,2016,2016-09-07,7.428125
DEC,2016,2016-09-08,8.001041666666667
TOE,2016,2016-09-08,7.454166666666667
DEC,2016,2016-09-09,8.140625
TOE,2016,2016-09-09,7.454166666666667
DEC,2016,2016-09-10,8.226041666666667
TOE,2016,2016-09-10,7.445833333333334
DEC,2016,2016-09-11,8.292708333333334
TOE,2016,2016-09-11,7.688541666666667
DEC,2016,2016-09-12,8.360416666666667
TOE,2016,2016-09-12,7.998958333333333
DEC,2016,2016-09-13,8.320833333333335
TOE,2016,2016-09-13,8.109782608695651
DEC,2016,2016-09-14,8.1875
TOE,2016,2016-09-14,8.069791666666667
DEC,2016,2016-09-15,8.177083333333332
TOE,2016,2016-09-15,8.0375
DEC,2016,2016-09-16,8.141666666666666
TOE,2016,2016-09-16,8.014583333333333
DEC,2016,2016-09-17,8.060416666666667
TOE,2016,2016-09-17,7.867708333333334
DEC,2016,2016-09-18,7.969791666666667
TOE,2016,2016-09-18,7.675
DEC,2016,2016-09-19,7.835416666666666
TOE,2016,2016-09-19,7.497916666666667
DEC,2016,2016-09-20,7.853125
TOE,2016,2016-09-20,7.523958333333333
DEC,2016,2016-09-21,7.994791666666667
TOE,2016,2016-09-21,7.707446808510638
DEC,2016,2016-09-22,8.234375
TOE,2016,2016-09-22,7.752083333333333
DEC,2016,2016-09-23,8.186458333333333
TOE,2016,2016-09-23,7.675
DEC,2016,2016-09-24,8.170833333333333
TOE,2016,2016-09-24,7.690625
DEC,2016,2016-09-25,8.0875
TOE,2016,2016-09-25,7.876041666666667
DEC,2016,2016-09-26,7.989583333333333
TOE,2016,2016-09-26,7.861458333333333
DEC,2016,2016-09-27,7.917708333333334
TOE,2016,2016-09-27,7.723958333333333
DEC,2016,2016-09-28,7.888541666666667
TOE,2016,2016-09-28,7.660416666666666
DEC,2016,2016-09-29,8.05
TOE,2016,2016-09-29,7.8875
DEC,2016,2016-09-30,8.255208333333334
TOE,2016,2016-09-30,8.140625
DEC,2016,2016-10-01,8.375
TOE,2016,2016-10-01,8.305208333333333
DEC,2016,2016-10-02,8.429166666666667
TOE,2016,2016-10-02,8.558333333333334
DEC,2016,2016-10-03,8.423958333333333
TOE,2016,2016-10-03,8.665625
DEC,2016,2016-10-04,8.346875
TOE,2016,2016-10-04,8.709473684210526
DEC,2016,2016-10-05,8.38125
TOE,2016,2016-10-05,8.802127659574468
DEC,2016,2016-10-06,8.405208333333334
TOE,2016,2016-10-06,8.84375
DEC,2016,2016-10-07,8.40625
TOE,2016,2016-10-07,8.795833333333334
DEC,2016,2016-10-08,8.35625
TOE,2016,2016-10-08,8.680208333333333
DEC,2016,2016-10-09,8.309375
TOE,2016,2016-10-09,8.49375
DEC,2016,2016-10-10,8.330208333333333
TOE,2016,2016-10-10,8.425
DEC,2016,2016-10-11,8.541666666666666
TOE,2016,2016-10-11,8.512941176470589
DEC,2016,2016-10-12,8.671875
TOE,2016,2016-10-12,8.480459770114942
DEC,2016,2016-10-13,8.736458333333333
TOE,2016,2016-10-13,8.61808510638298
DEC,2016,2016-10-14,8.735416666666666
TOE,2016,2016-10-14,8.616666666666667
DEC,2016,2016-10-15,8.614583333333332
TOE,2016,2016-10-15,8.358333333333334
DEC,2016,2016-10-16,8.525
TOE,2016,2016-10-16,8.177083333333332
DEC,2016,2016-10-17,8.460416666666667
TOE,2016,2016-10-17,8.0625
DEC,2016,2016-10-18,8.41875
TOE,2016,2016-10-18,7.9906250000000005
DEC,2016,2016-10-19,8.370833333333334
TOE,2016,2016-10-19,8.030208333333333
DEC,2016,2016-10-20,8.298958333333333
TOE,2016,2016-10-20,8.128125
DEC,2016,2016-10-21,8.157291666666667
TOE,2016,2016-10-21,8.170833333333333
DEC,2016,2016-10-22,8.155208333333333
TOE,2016,2016-10-22,8.135416666666666
DEC,2016,2016-10-23,8.132291666666667
TOE,2016,2016-10-23,8.169791666666667
DEC,2016,2016-10-24,8.188541666666667
TOE,2016,2016-10-24,8.284375
DEC,2016,2016-10-25,8.165263157894737
TOE,2016,2016-10-25,8.220833333333333
DEC,2016,2016-10-26,8.090625
TOE,2016,2016-10-26,8.145833333333334
DEC,2016,2016-10-27,8.084375
TOE,2016,2016-10-27,8.110416666666667
DEC,2016,2016-10-28,8.034375
TOE,2016,2016-10-28,8.016666666666666
DEC,2016,2016-10-29,7.955208333333333
TOE,2016,2016-10-29,7.835416666666666
DEC,2016,2016-10-30,7.99375
TOE,2016,2016-10-30,7.869791666666667
DEC,2016,2016-10-31,8.015625
TOE,2016,2016-10-31,7.866666666666666
DEC,2016,2016-11-01,8.002083333333333
TOE,2016,2016-11-01,7.858333333333333
DEC,2016,2016-11-02,7.930208333333334
TOE,2016,2016-11-02,7.701041666666667
DEC,2016,2016-11-03,7.848958333333333
TOE,2016,2016-11-03,7.59375
DEC,2016,2016-11-04,7.780208333333333
TOE,2016,2016-11-04,7.694791666666666
DEC,2016,2016-11-05,7.793684210526316
TOE,2016,2016-11-05,7.960416666666666
DEC,2016,2016-11-06,7.824210526315789
TOE,2016,2016-11-06,8.178125
DEC,2016,2016-11-07,7.903125
TOE,2016,2016-11-07,8.072916666666666
DEC,2016,2016-11-08,8.017708333333333
TOE,2016,2016-11-08,8.00625
DEC,2016,2016-11-09,8.082291666666666
TOE,2016,2016-11-09,8.025
DEC,2016,2016-11-10,8.077083333333333
TOE,2016,2016-11-10,8.004166666666666
DEC,2016,2016-11-11,8.05625
TOE,2016,2016-11-11,7.975
DEC,2016,2016-11-12,8.060416666666667
TOE,2016,2016-11-12,8.048958333333333
DEC,2016,2016-11-13,8.096874999999999
TOE,2016,2016-11-13,8.141666666666667
DEC,2016,2016-11-14,8.086458333333333
TOE,2016,2016-11-14,8.273958333333333
DEC,2016,2016-11-15,8.172916666666666
TOE,2016,2016-11-15,8.509782608695652
DEC,2016,2016-11-16,8.438541666666667
TOE,2016,2016-11-16,8.580208333333333
DEC,2016,2016-11-17,8.501041666666667
TOE,2016,2016-11-17,8.607291666666667
DEC,2016,2016-11-18,8.502083333333333
TOE,2016,2016-11-18,8.766666666666667
DEC,2016,2016-11-19,8.5375
TOE,2016,2016-11-19,9.135416666666666
DEC,2016,2016-11-20,8.515625
TOE,2016,2016-11-20,8.959375
DEC,2016,2016-11-21,8.471875
TOE,2016,2016-11-21,8.626041666666667
DEC,2016,2016-11-22,8.470833333333333
TOE,2016,2016-11-22,8.435416666666667
DEC,2016,2016-11-23,8.551041666666666
TOE,2016,2016-11-23,8.344791666666667
DEC,2016,2016-11-24,8.7375
TOE,2016,2016-11-24,8.191666666666666
DEC,2016,2016-11-25,8.852083333333333
TOE,2016,2016-11-25,8.153125
DEC,2016,2016-11-26,8.9125
TOE,2016,2016-11-26,8.605208333333334
DEC,2016,2016-11-27,9.051041666666666
TOE,2016,2016-11-27,8.870833333333334
DEC,2016,2016-11-28,8.99375
TOE,2016,2016-11-28,8.65625
DEC,2016,2016-11-29,9.069791666666667
TOE,2016,2016-11-29,8.830208333333333
DEC,2016,2016-11-30,9.154166666666667
TOE,2016,2016-11-30,9.044791666666667
DEC,2016,2016-12-01,9.258333333333333
TOE,2016,2016-12-01,9.222077922077922
DEC,2016,2016-12-02,9.802083333333334
TOE,2016,2016-12-02,9.793103448275861
DEC,2016,2016-12-03,9.964583333333334
TOE,2016,2016-12-03,9.907142857142858
DEC,2016,2016-12-04,9.929166666666667
TOE,2016,2016-12-04,9.9
DEC,2016,2016-12-05,9.891666666666667
DEC,2016,2016-12-06,9.884375
TOE,2016,2016-12-06,9.788636363636364
DEC,2016,2016-12-07,9.995833333333334
TOE,2016,2016-12-07,9.251041666666667
DEC,2016,2016-12-08,10.128421052631579
TOE,2016,2016-12-08,8.854166666666666
DEC,2016,2016-12-09,10.129166666666666
TOE,2016,2016-12-09,8.497916666666667
DEC,2016,2016-12-10,10.086458333333333
TOE,2016,2016-12-10,8.660416666666666
DEC,2016,2016-12-11,10.102083333333333
TOE,2016,2016-12-11,8.635416666666666
DEC,2016,2016-12-12,10.075
TOE,2016,2016-12-12,8.547916666666666
DEC,2016,2016-12-13,9.983333333333334
TOE,2016,2016-12-13,8.061458333333333
DEC,2016,2016-12-14,9.839583333333334
TOE,2016,2016-12-14,6.546875
DEC,2016,2016-12-15,9.639583333333333
TOE,2016,2016-12-15,7.927173913043478
DEC,2016,2016-12-16,9.915625
TOE,2016,2016-12-16,7.854255319148936
DEC,2016,2016-12-17,9.988541666666666
TOE,2016,2016-12-17,7.948958333333334
DEC,2016,2016-12-18,10.142708333333333
TOE,2016,2016-12-18,9.001041666666667
DEC,2016,2016-12-19,9.948958333333334
TOE,2016,2016-12-19,8.2875
DEC,2016,2016-12-20,9.665624999999999
DEC,2016,2016-12-21,9.762500000000001
DEC,2016,2016-12-22,9.919791666666667
DEC,2016,2016-12-23,9.996875
DEC,2016,2016-12-24,10.035416666666666
DEC,2016,2016-12-25,10.103125
DEC,2016,2016-12-26,10.330208333333333
DEC,2016,2016-12-27,10.415625
DEC,2016,2016-12-28,10.507291666666667
DEC,2016,2016-12-29,10.6
DEC,2016,2016-12-30,10.611458333333333
DEC,2016,2016-12-31,10.6875
DEC,2017,2017-01-01,10.697916666666666
DEC,2017,2017-01-02,10.696874999999999
DEC,2017,2017-01-03,10.747916666666667
DEC,2017,2017-01-04,10.902083333333334
DEC,2017,2017-01-05,10.770833333333334
DEC,2017,2017-01-06,10.627083333333333
DEC,2017,2017-01-07,10.945833333333333
DEC,2017,2017-01-08,11.203125
DEC,2017,2017-01-09,11.011458333333334
DEC,2017,2017-01-10,10.754166666666666
DEC,2017,2017-01-11,10.20392156862745
DEC,2017,2017-01-12,9.217777777777778
DEC,2017,2017-01-13,9.225
DEC,2017,2017-01-14,9.071875
DEC,2017,2017-01-15,9.014583333333333
DEC,2017,2017-01-16,9.072916666666666
DEC,2017,2017-01-17,9.286458333333334
DEC,2017,2017-01-18,9.81875
DEC,2017,2017-01-19,10.647916666666667
DEC,2017,2017-01-20,10.516666666666667
DEC,2017,2017-01-21,10.429166666666667
DEC,2017,2017-01-22,10.65578947368421
DEC,2017,2017-01-23,10.197916666666666
DEC,2017,2017-01-24,9.798958333333333
DEC,2017,2017-01-25,9.648958333333333
DEC,2017,2017-01-26,9.501041666666667
DEC,2017,2017-01-27,9.739583333333334
DEC,2017,2017-01-28,9.842708333333334
DEC,2017,2017-01-29,9.819791666666667
DEC,2017,2017-01-30,9.893749999999999
DEC,2017,2017-01-31,9.896875
DEC,2017,2017-02-01,9.9
DEC,2017,2017-02-02,10.239583333333334
DEC,2017,2017-02-03,10.453125
DEC,2017,2017-02-04,10.351041666666667
DEC,2017,2017-02-05,10.327083333333333
DEC,2017,2017-02-06,10.338541666666666
DEC,2017,2017-02-07,10.125
DEC,2017,2017-02-08,9.559375
DEC,2017,2017-02-09,9.071875
DEC,2017,2017-02-10,9.354166666666666
DEC,2017,2017-02-11,9.49375
DEC,2017,2017-02-12,9.805208333333333
DEC,2017,2017-02-13,9.630208333333334
DEC,2017,2017-02-14,9.387500000000001
DEC,2017,2017-02-15,9.336458333333333
DEC,2017,2017-02-16,9.689583333333333
DEC,2017,2017-02-17,9.9375
DEC,2017,2017-02-18,10.035416666666666
DEC,2017,2017-02-19,10.096874999999999
DEC,2017,2017-02-20,10.298958333333333
DEC,2017,2017-02-21,10.183333333333334
DEC,2017,2017-02-22,9.972916666666666
DEC,2017,2017-02-23,9.876041666666667
DEC,2017,2017-02-24,9.8
DEC,2017,2017-02-25,9.945833333333333
DEC,2017,2017-02-26,9.983333333333334
DEC,2017,2017-02-27,10.194791666666667
DEC,2017,2017-02-28,10.154166666666667
DEC,2017,2017-03-01,10.032291666666666
DEC,2017,2017-03-02,9.95
DEC,2017,2017-03-03,9.859375
DEC,2017,2017-03-04,9.969791666666667
DEC,2017,2017-03-05,10.197916666666666
DEC,2017,2017-03-06,10.276041666666668
DEC,2017,2017-03-07,10.323958333333334
DEC,2017,2017-03-08,10.345833333333333
DEC,2017,2017-03-09,10.320833333333333
DEC,2017,2017-03-10,10.2375
DEC,2017,2017-03-11,10.151041666666666
DEC,2017,2017-03-12,10.096874999999999
DEC,2017,2017-03-13,10.161458333333332
DEC,2017,2017-03-14,10.202083333333333
DEC,2017,2017-03-15,10.192708333333332
DEC,2017,2017-03-16,10.079166666666666
DEC,2017,2017-03-17,9.909375
DEC,2017,2017-03-18,9.79375
DEC,2017,2017-03-19,9.832291666666666
DEC,2017,2017-03-20,10.169791666666667
DEC,2017,2017-03-21,10.221874999999999
DEC,2017,2017-03-22,10.085416666666667
DEC,2017,2017-03-23,10.09375
DEC,2017,2017-03-24,10.11875
DEC,2017,2017-03-25,10.013541666666667
DEC,2017,2017-03-26,10.122916666666667
DEC,2017,2017-03-27,10.171875
DEC,2017,2017-03-28,10.172916666666666
DEC,2017,2017-03-29,10.2125
DEC,2017,2017-03-30,10.119791666666666
DEC,2017,2017-03-31,10.083333333333334
DEC,2017,2017-04-01,10.060416666666667
DEC,2017,2017-04-02,9.947916666666666
DEC,2017,2017-04-03,9.883333333333333
DEC,2017,2017-04-04,9.834375
DEC,2017,2017-04-05,9.797916666666667
DEC,2017,2017-04-06,9.776041666666668
DEC,2017,2017-04-07,9.713541666666666
DEC,2017,2017-04-08,9.626041666666666
DEC,2017,2017-04-09,9.680208333333333
DEC,2017,2017-04-10,10.128124999999999
DEC,2017,2017-04-11,10.225
DEC,2017,2017-04-12,10.164583333333333
DEC,2017,2017-04-13,10.140625
DEC,2017,2017-04-14,10.086458333333333
DEC,2017,2017-04-15,10.270833333333334
DEC,2017,2017-04-16,10.409375
DEC,2017,2017-04-17,10.297916666666667
DEC,2017,2017-04-18,10.085416666666667
DEC,2017,2017-04-19,10.047916666666667
